country,energy,year,consumption
Sudan,"Nuclear, renewables, and other (quad Btu)",2022,0.044665169
Suriname,"Nuclear, renewables, and other (quad Btu)",2022,0.003226906
Sweden,"Nuclear, renewables, and other (quad Btu)",2022,0.897394437
Switzerland,"Nuclear, renewables, and other (quad Btu)",2022,0.394927737
Syria,"Nuclear, renewables, and other (quad Btu)",2022,0.002045503
Taiwan,"Nuclear, renewables, and other (quad Btu)",2022,0.335916677
Tajikistan,"Nuclear, renewables, and other (quad Btu)",2022,0.059514431
Tanzania,"Nuclear, renewables, and other (quad Btu)",2022,0.010913705
Thailand,"Nuclear, renewables, and other (quad Btu)",2022,0.33373697
The Bahamas,"Nuclear, renewables, and other (quad Btu)",2022,6.48E-05
Timor-Leste,"Nuclear, renewables, and other (quad Btu)",2022,3.41E-06
Togo,"Nuclear, renewables, and other (quad Btu)",2022,0.004901951
Tonga,"Nuclear, renewables, and other (quad Btu)",2022,2.73E-05
Trinidad and Tobago,"Nuclear, renewables, and other (quad Btu)",2022,0.000020631
Tunisia,"Nuclear, renewables, and other (quad Btu)",2022,0.011041298
Turkiye,"Nuclear, renewables, and other (quad Btu)",2022,0.542596608
Turkmenistan,"Nuclear, renewables, and other (quad Btu)",2022,-0.030687493
Turks and Caicos Islands,"Nuclear, renewables, and other (quad Btu)",2022,1.71E-05
U.S. Virgin Islands,"Nuclear, renewables, and other (quad Btu)",2022,5.99E-05
Uganda,"Nuclear, renewables, and other (quad Btu)",2022,0.020230796
Ukraine,"Nuclear, renewables, and other (quad Btu)",2022,0.735528816
United Arab Emirates,"Nuclear, renewables, and other (quad Btu)",2022,0.220272905
United Kingdom,"Nuclear, renewables, and other (quad Btu)",2022,1.118270352
United States,"Nuclear, renewables, and other (quad Btu)",2022,16.1419278
Uruguay,"Nuclear, renewables, and other (quad Btu)",2022,0.055070695
Uzbekistan,"Nuclear, renewables, and other (quad Btu)",2022,0.03183786
Vanuatu,"Nuclear, renewables, and other (quad Btu)",2022,0.000065708
Venezuela,"Nuclear, renewables, and other (quad Btu)",2022,0.220218624
Vietnam,"Nuclear, renewables, and other (quad Btu)",2022,0.517625324
Yemen,"Nuclear, renewables, and other (quad Btu)",2022,0.001743656
Zambia,"Nuclear, renewables, and other (quad Btu)",2022,0.049104601
Zimbabwe,"Nuclear, renewables, and other (quad Btu)",2022,0.020706388
Afghanistan,"Nuclear, renewables, and other (quad Btu)",2020,0.02117468
Albania,"Nuclear, renewables, and other (quad Btu)",2020,0.025895444
Algeria,"Nuclear, renewables, and other (quad Btu)",2020,0.009009263
American Samoa,"Nuclear, renewables, and other (quad Btu)",2020,1.71E-05
Angola,"Nuclear, renewables, and other (quad Btu)",2020,0.043667623
Antigua and Barbuda,"Nuclear, renewables, and other (quad Btu)",2020,5.46E-05
Argentina,"Nuclear, renewables, and other (quad Btu)",2020,0.272672547
Armenia,"Nuclear, renewables, and other (quad Btu)",2020,0.033008381
Aruba,"Nuclear, renewables, and other (quad Btu)",2020,0.000552767
Australia,"Nuclear, renewables, and other (quad Btu)",2020,0.230958064
Austria,"Nuclear, renewables, and other (quad Btu)",2020,0.251659798
Azerbaijan,"Nuclear, renewables, and other (quad Btu)",2020,0.001548892
Bahrain,"Nuclear, renewables, and other (quad Btu)",2020,-0.000696045
Bangladesh,"Nuclear, renewables, and other (quad Btu)",2020,0.027044661
Barbados,"Nuclear, renewables, and other (quad Btu)",2020,0.000242748
Belarus,"Nuclear, renewables, and other (quad Btu)",2020,0.01064129
Belgium,"Nuclear, renewables, and other (quad Btu)",2020,0.456575239
Belize,"Nuclear, renewables, and other (quad Btu)",2020,0.00300513
Benin,"Nuclear, renewables, and other (quad Btu)",2020,0.002221554
Bermuda,"Nuclear, renewables, and other (quad Btu)",2020,5.26E-05
Bhutan,"Nuclear, renewables, and other (quad Btu)",2020,0.021119502
Bolivia,"Nuclear, renewables, and other (quad Btu)",2020,0.014258619
Bosnia and Herzegovina,"Nuclear, renewables, and other (quad Btu)",2020,-0.005824576
Botswana,"Nuclear, renewables, and other (quad Btu)",2020,0.006998013
Brazil,"Nuclear, renewables, and other (quad Btu)",2020,2.379599145
British Virgin Islands,"Nuclear, renewables, and other (quad Btu)",2020,1.36E-05
Brunei,"Nuclear, renewables, and other (quad Btu)",2020,6.82E-06
Bulgaria,"Nuclear, renewables, and other (quad Btu)",2020,0.198793704
Burkina Faso,"Nuclear, renewables, and other (quad Btu)",2020,0.006390183
Burma,"Nuclear, renewables, and other (quad Btu)",2020,0.028468616
Burundi,"Nuclear, renewables, and other (quad Btu)",2020,0.001283436
Cabo Verde,"Nuclear, renewables, and other (quad Btu)",2020,0.000249086
Cambodia,"Nuclear, renewables, and other (quad Btu)",2020,0.028498445
Cameroon,"Nuclear, renewables, and other (quad Btu)",2020,0.018485434
Canada,"Nuclear, renewables, and other (quad Btu)",2020,2.405030788
Cayman Islands,"Nuclear, renewables, and other (quad Btu)",2020,6.82E-05
Central African Republic,"Nuclear, renewables, and other (quad Btu)",2020,0.000511821
Chad,"Nuclear, renewables, and other (quad Btu)",2020,0.000125267
Chile,"Nuclear, renewables, and other (quad Btu)",2020,0.162308631
China,"Nuclear, renewables, and other (quad Btu)",2020,11.9381725
Colombia,"Nuclear, renewables, and other (quad Btu)",2020,0.092036198
Congo-Brazzaville,"Nuclear, renewables, and other (quad Btu)",2020,0.003579336
Congo-Kinshasa,"Nuclear, renewables, and other (quad Btu)",2020,0.046672555
Cook Islands,"Nuclear, renewables, and other (quad Btu)",2020,4.44E-05
Costa Rica,"Nuclear, renewables, and other (quad Btu)",2020,0.039253635
Cote d'Ivoire,"Nuclear, renewables, and other (quad Btu)",2020,0.008302336
Croatia,"Nuclear, renewables, and other (quad Btu)",2020,0.047577317
Cuba,"Nuclear, renewables, and other (quad Btu)",2020,0.006074333
Cyprus,"Nuclear, renewables, and other (quad Btu)",2020,0.002360574
Czechia,"Nuclear, renewables, and other (quad Btu)",2020,0.341174517
Denmark,"Nuclear, renewables, and other (quad Btu)",2020,0.142361619
Djibouti,"Nuclear, renewables, and other (quad Btu)",2020,0.001716236
Dominica,"Nuclear, renewables, and other (quad Btu)",2020,6.89E-05
Dominican Republic,"Nuclear, renewables, and other (quad Btu)",2020,0.011778597
Ecuador,"Nuclear, renewables, and other (quad Btu)",2020,0.083830045
Egypt,"Nuclear, renewables, and other (quad Btu)",2020,0.084002021
El Salvador,"Nuclear, renewables, and other (quad Btu)",2020,0.024840372
Equatorial Guinea,"Nuclear, renewables, and other (quad Btu)",2020,0.001668878
Eritrea,"Nuclear, renewables, and other (quad Btu)",2020,0.000174019
Estonia,"Nuclear, renewables, and other (quad Btu)",2020,0.033150232
Eswatini,"Nuclear, renewables, and other (quad Btu)",2020,0.006007019
Ethiopia,"Nuclear, renewables, and other (quad Btu)",2020,0.047826593
Falkland Islands,"Nuclear, renewables, and other (quad Btu)",2020,1.36E-05
Faroe Islands,"Nuclear, renewables, and other (quad Btu)",2020,0.00054448
Fiji,"Nuclear, renewables, and other (quad Btu)",2020,0.00293446
Finland,"Nuclear, renewables, and other (quad Btu)",2020,0.473495314
France,"Nuclear, renewables, and other (quad Btu)",2020,3.824423274
French Polynesia,"Nuclear, renewables, and other (quad Btu)",2020,0.000693006
Gabon,"Nuclear, renewables, and other (quad Btu)",2020,0.006801288
"Gambia, The","Nuclear, renewables, and other (quad Btu)",2020,1.71E-05
Georgia,"Nuclear, renewables, and other (quad Btu)",2020,0.035804972
Germany,"Nuclear, renewables, and other (quad Btu)",2020,1.742972264
Ghana,"Nuclear, renewables, and other (quad Btu)",2020,0.019307592
Greece,"Nuclear, renewables, and other (quad Btu)",2020,0.09293471
Greenland,"Nuclear, renewables, and other (quad Btu)",2020,0.001489154
Grenada,"Nuclear, renewables, and other (quad Btu)",2020,0.000014331
Guam,"Nuclear, renewables, and other (quad Btu)",2020,0.000276383
Guatemala,"Nuclear, renewables, and other (quad Btu)",2020,0.046731988
Guinea,"Nuclear, renewables, and other (quad Btu)",2020,0.005172807
Guinea-Bissau,"Nuclear, renewables, and other (quad Btu)",2020,1.02E-05
Guyana,"Nuclear, renewables, and other (quad Btu)",2020,0.000126146
Haiti,"Nuclear, renewables, and other (quad Btu)",2020,0.000508409
Honduras,"Nuclear, renewables, and other (quad Btu)",2020,0.028426912
Hong Kong,"Nuclear, renewables, and other (quad Btu)",2020,0.044739565
Hungary,"Nuclear, renewables, and other (quad Btu)",2020,0.218490849
Iceland,"Nuclear, renewables, and other (quad Btu)",2020,0.064814189
India,"Nuclear, renewables, and other (quad Btu)",2020,1.811581808
Indonesia,"Nuclear, renewables, and other (quad Btu)",2020,0.289611948
Iran,"Nuclear, renewables, and other (quad Btu)",2020,0.11768937
Iraq,"Nuclear, renewables, and other (quad Btu)",2020,0.040889894
Ireland,"Nuclear, renewables, and other (quad Btu)",2020,0.053386117
Israel,"Nuclear, renewables, and other (quad Btu)",2020,-0.007482513
Italy,"Nuclear, renewables, and other (quad Btu)",2020,0.6359433
Jamaica,"Nuclear, renewables, and other (quad Btu)",2020,0.002316708
Japan,"Nuclear, renewables, and other (quad Btu)",2020,1.335920515
Jordan,"Nuclear, renewables, and other (quad Btu)",2020,0.014067069
Kazakhstan,"Nuclear, renewables, and other (quad Btu)",2020,0.040714094
Kenya,"Nuclear, renewables, and other (quad Btu)",2020,0.038893434
Kiribati,"Nuclear, renewables, and other (quad Btu)",2020,2.05E-05
Kosovo,"Nuclear, renewables, and other (quad Btu)",2020,0.000161098
Kuwait,"Nuclear, renewables, and other (quad Btu)",2020,0.000559251
Kyrgyzstan,"Nuclear, renewables, and other (quad Btu)",2020,0.04787274
Laos,"Nuclear, renewables, and other (quad Btu)",2020,-0.002273242
Latvia,"Nuclear, renewables, and other (quad Btu)",2020,0.022567297
Lebanon,"Nuclear, renewables, and other (quad Btu)",2020,0.004380777
Lesotho,"Nuclear, renewables, and other (quad Btu)",2020,0.002964406
Liberia,"Nuclear, renewables, and other (quad Btu)",2020,0.000459176
Libya,"Nuclear, renewables, and other (quad Btu)",2020,0.004322323
Lithuania,"Nuclear, renewables, and other (quad Btu)",2020,0.04056748
Luxembourg,"Nuclear, renewables, and other (quad Btu)",2020,0.02460143
Macau,"Nuclear, renewables, and other (quad Btu)",2020,0.018215237
Madagascar,"Nuclear, renewables, and other (quad Btu)",2020,0.003139884
Malawi,"Nuclear, renewables, and other (quad Btu)",2020,0.006162146
Malaysia,"Nuclear, renewables, and other (quad Btu)",2020,0.138692389
Maldives,"Nuclear, renewables, and other (quad Btu)",2020,0.00014331
Mali,"Nuclear, renewables, and other (quad Btu)",2020,0.006355776
Malta,"Nuclear, renewables, and other (quad Btu)",2020,0.002280856
Mauritania,"Nuclear, renewables, and other (quad Btu)",2020,0.002347523
Mauritius,"Nuclear, renewables, and other (quad Btu)",2020,0.004538442
Mexico,"Nuclear, renewables, and other (quad Btu)",2020,0.387411901
Moldova,"Nuclear, renewables, and other (quad Btu)",2020,0.00195417
Mongolia,"Nuclear, renewables, and other (quad Btu)",2020,0.007940075
Montenegro,"Nuclear, renewables, and other (quad Btu)",2020,0.006291978
Morocco,"Nuclear, renewables, and other (quad Btu)",2020,0.026399191
Mozambique,"Nuclear, renewables, and other (quad Btu)",2020,0.043186952
Namibia,"Nuclear, renewables, and other (quad Btu)",2020,0.014081598
Nauru,"Nuclear, renewables, and other (quad Btu)",2020,1.02E-05
Nepal,"Nuclear, renewables, and other (quad Btu)",2020,0.030541688
Netherlands,"Nuclear, renewables, and other (quad Btu)",2020,0.197594138
Netherlands Antilles,"Nuclear, renewables, and other (quad Btu)",2020,0.000842799
New Caledonia,"Nuclear, renewables, and other (quad Btu)",2020,0.001723229
New Zealand,"Nuclear, renewables, and other (quad Btu)",2020,0.124220473
Nicaragua,"Nuclear, renewables, and other (quad Btu)",2020,0.016591792
Niger,"Nuclear, renewables, and other (quad Btu)",2020,0.003861705
Nigeria,"Nuclear, renewables, and other (quad Btu)",2020,0.026853282
North Korea,"Nuclear, renewables, and other (quad Btu)",2020,0.044026713
North Macedonia,"Nuclear, renewables, and other (quad Btu)",2020,0.013279294
Norway,"Nuclear, renewables, and other (quad Btu)",2020,0.460685741
Oman,"Nuclear, renewables, and other (quad Btu)",2020,0.001071412
Pakistan,"Nuclear, renewables, and other (quad Btu)",2020,0.248919813
Palestinian Territories,"Nuclear, renewables, and other (quad Btu)",2020,0.022853162
Panama,"Nuclear, renewables, and other (quad Btu)",2020,0.026850577
Papua New Guinea,"Nuclear, renewables, and other (quad Btu)",2020,0.003925902
Paraguay,"Nuclear, renewables, and other (quad Btu)",2020,0.064917341
Peru,"Nuclear, renewables, and other (quad Btu)",2020,0.117850168
Philippines,"Nuclear, renewables, and other (quad Btu)",2020,0.080483719
Poland,"Nuclear, renewables, and other (quad Btu)",2020,0.017954234
Portugal,"Nuclear, renewables, and other (quad Btu)",2020,0.130553653
Puerto Rico,"Nuclear, renewables, and other (quad Btu)",2020,0.002662049
Qatar,"Nuclear, renewables, and other (quad Btu)",2020,0.001204293
Romania,"Nuclear, renewables, and other (quad Btu)",2020,0.239799975
Russia,"Nuclear, renewables, and other (quad Btu)",2020,2.942694138
Rwanda,"Nuclear, renewables, and other (quad Btu)",2020,0.002009211
Saint Kitts and Nevis,"Nuclear, renewables, and other (quad Btu)",2020,3.75E-05
Saint Lucia,"Nuclear, renewables, and other (quad Btu)",2020,2.73E-05
Saint Vincent/Grenadines,"Nuclear, renewables, and other (quad Btu)",2020,8.87E-05
Samoa,"Nuclear, renewables, and other (quad Btu)",2020,0.00028647
Sao Tome and Principe,"Nuclear, renewables, and other (quad Btu)",2020,2.05E-05
Saudi Arabia,"Nuclear, renewables, and other (quad Btu)",2020,0.001417115
Senegal,"Nuclear, renewables, and other (quad Btu)",2020,0.005307456
Serbia,"Nuclear, renewables, and other (quad Btu)",2020,0.047372445
Seychelles,"Nuclear, renewables, and other (quad Btu)",2020,0.000221789
Sierra Leone,"Nuclear, renewables, and other (quad Btu)",2020,0.000678525
Singapore,"Nuclear, renewables, and other (quad Btu)",2020,0.013237009
Slovakia,"Nuclear, renewables, and other (quad Btu)",2020,0.209197334
Slovenia,"Nuclear, renewables, and other (quad Btu)",2020,0.075228871
Solomon Islands,"Nuclear, renewables, and other (quad Btu)",2020,4.84E-05
Somalia,"Nuclear, renewables, and other (quad Btu)",2020,0.000103047
South Africa,"Nuclear, renewables, and other (quad Btu)",2020,0.15505612
South Korea,"Nuclear, renewables, and other (quad Btu)",2020,1.635332588
South Sudan,"Nuclear, renewables, and other (quad Btu)",2020,3.75E-05
Spain,"Nuclear, renewables, and other (quad Btu)",2020,1.01065118
Sri Lanka,"Nuclear, renewables, and other (quad Btu)",2020,0.02035472
Sudan,"Nuclear, renewables, and other (quad Btu)",2020,0.041074889
Suriname,"Nuclear, renewables, and other (quad Btu)",2020,0.003423446
Sweden,"Nuclear, renewables, and other (quad Btu)",2020,0.844558439
Switzerland,"Nuclear, renewables, and other (quad Btu)",2020,0.386763544
Syria,"Nuclear, renewables, and other (quad Btu)",2020,0.001965701
Taiwan,"Nuclear, renewables, and other (quad Btu)",2020,0.39124206
Tajikistan,"Nuclear, renewables, and other (quad Btu)",2020,0.056848218
Tanzania,"Nuclear, renewables, and other (quad Btu)",2020,0.011866126
Thailand,"Nuclear, renewables, and other (quad Btu)",2020,0.282288839
The Bahamas,"Nuclear, renewables, and other (quad Btu)",2020,0.000023885
Timor-Leste,"Nuclear, renewables, and other (quad Btu)",2020,3.41E-06
Togo,"Nuclear, renewables, and other (quad Btu)",2020,0.003096646
Tonga,"Nuclear, renewables, and other (quad Btu)",2020,3.75E-05
Trinidad and Tobago,"Nuclear, renewables, and other (quad Btu)",2020,2.05E-05
Tunisia,"Nuclear, renewables, and other (quad Btu)",2020,0.000264802
Turkiye,"Nuclear, renewables, and other (quad Btu)",2020,0.470938694
Turkmenistan,"Nuclear, renewables, and other (quad Btu)",2020,-0.010910893
Turks and Caicos Islands,"Nuclear, renewables, and other (quad Btu)",2020,3.41E-06
U.S. Virgin Islands,"Nuclear, renewables, and other (quad Btu)",2020,0.00004777
Uganda,"Nuclear, renewables, and other (quad Btu)",2020,0.015989139
Ukraine,"Nuclear, renewables, and other (quad Btu)",2020,0.891722338
United Arab Emirates,"Nuclear, renewables, and other (quad Btu)",2020,0.035652255
United Kingdom,"Nuclear, renewables, and other (quad Btu)",2020,1.227517554
United States,"Nuclear, renewables, and other (quad Btu)",2020,15.54156536
Uruguay,"Nuclear, renewables, and other (quad Btu)",2020,0.055986298
Uzbekistan,"Nuclear, renewables, and other (quad Btu)",2020,0.02568488
Vanuatu,"Nuclear, renewables, and other (quad Btu)",2020,0.000075262
Venezuela,"Nuclear, renewables, and other (quad Btu)",2020,0.211170739
Vietnam,"Nuclear, renewables, and other (quad Btu)",2020,0.323682807
Yemen,"Nuclear, renewables, and other (quad Btu)",2020,0.001671949
Zambia,"Nuclear, renewables, and other (quad Btu)",2020,0.040692149
Zimbabwe,"Nuclear, renewables, and other (quad Btu)",2020,0.016863738
Afghanistan,Petroleum and other liquids (quad Btu),2022,0.10041746
Albania,Petroleum and other liquids (quad Btu),2022,0.05229012
Algeria,Petroleum and other liquids (quad Btu),2022,0.84877352
American Samoa,Petroleum and other liquids (quad Btu),2022,0.00540221
Angola,Petroleum and other liquids (quad Btu),2022,0.2356759
Antarctica,Petroleum and other liquids (quad Btu),2022,0.000175935
Antigua and Barbuda,Petroleum and other liquids (quad Btu),2022,0.01034367
Argentina,Petroleum and other liquids (quad Btu),2022,1.50278509
Armenia,Petroleum and other liquids (quad Btu),2022,0.02938194
Aruba,Petroleum and other liquids (quad Btu),2022,0.01630252
Australia,Petroleum and other liquids (quad Btu),2022,2.18837379
Austria,Petroleum and other liquids (quad Btu),2022,0.510010289
Azerbaijan,Petroleum and other liquids (quad Btu),2022,0.21309247
Bahrain,Petroleum and other liquids (quad Btu),2022,0.144956969
Bangladesh,Petroleum and other liquids (quad Btu),2022,0.54531368
Barbados,Petroleum and other liquids (quad Btu),2022,0.01802357
Belarus,Petroleum and other liquids (quad Btu),2022,0.24542453
Belgium,Petroleum and other liquids (quad Btu),2022,1.246127496
Belize,Petroleum and other liquids (quad Btu),2022,0.00966456
Benin,Petroleum and other liquids (quad Btu),2022,0.0766616
Bermuda,Petroleum and other liquids (quad Btu),2022,0.00799864
Bhutan,Petroleum and other liquids (quad Btu),2022,0.007018191
Bolivia,Petroleum and other liquids (quad Btu),2022,0.19692961
Bosnia and Herzegovina,Petroleum and other liquids (quad Btu),2022,0.07026757
Botswana,Petroleum and other liquids (quad Btu),2022,0.04253633
Brazil,Petroleum and other liquids (quad Btu),2022,5.98497806
British Virgin Islands,Petroleum and other liquids (quad Btu),2022,0.00263632
Brunei,Petroleum and other liquids (quad Btu),2022,0.02908728
Bulgaria,Petroleum and other liquids (quad Btu),2022,0.20459345
Burkina Faso,Petroleum and other liquids (quad Btu),2022,0.0712623
Burma,Petroleum and other liquids (quad Btu),2022,0.23562356
Burundi,Petroleum and other liquids (quad Btu),2022,0.01110589
Cabo Verde,Petroleum and other liquids (quad Btu),2022,0.00968218
Cambodia,Petroleum and other liquids (quad Btu),2022,0.143599107
Cameroon,Petroleum and other liquids (quad Btu),2022,0.08079441
Canada,Petroleum and other liquids (quad Btu),2022,4.836001749
Cayman Islands,Petroleum and other liquids (quad Btu),2022,0.01054284
Central African Republic,Petroleum and other liquids (quad Btu),2022,0.00431077
Chad,Petroleum and other liquids (quad Btu),2022,0.02808595
Chile,Petroleum and other liquids (quad Btu),2022,0.813039226
China,Petroleum and other liquids (quad Btu),2022,29.68321117
Colombia,Petroleum and other liquids (quad Btu),2022,0.811699898
Comoros,Petroleum and other liquids (quad Btu),2022,0.00588682
Congo-Brazzaville,Petroleum and other liquids (quad Btu),2022,0.02533473
Congo-Kinshasa,Petroleum and other liquids (quad Btu),2022,0.06941641
Cook Islands,Petroleum and other liquids (quad Btu),2022,0.00135966
Costa Rica,Petroleum and other liquids (quad Btu),2022,0.117263021
Cote d'Ivoire,Petroleum and other liquids (quad Btu),2022,0.16295901
Croatia,Petroleum and other liquids (quad Btu),2022,0.14418921
Cuba,Petroleum and other liquids (quad Btu),2022,0.259405315
Cyprus,Petroleum and other liquids (quad Btu),2022,0.09381541
Czechia,Petroleum and other liquids (quad Btu),2022,0.442594369
Denmark,Petroleum and other liquids (quad Btu),2022,0.308033477
Djibouti,Petroleum and other liquids (quad Btu),2022,0.00936299
Dominica,Petroleum and other liquids (quad Btu),2022,0.00237407
Dominican Republic,Petroleum and other liquids (quad Btu),2022,0.29333002
Ecuador,Petroleum and other liquids (quad Btu),2022,0.54832026
Egypt,Petroleum and other liquids (quad Btu),2022,1.62336766
El Salvador,Petroleum and other liquids (quad Btu),2022,0.11096397
Equatorial Guinea,Petroleum and other liquids (quad Btu),2022,0.01246057
Eritrea,Petroleum and other liquids (quad Btu),2022,0.00989624
Estonia,Petroleum and other liquids (quad Btu),2022,0.059964664
Eswatini,Petroleum and other liquids (quad Btu),2022,0.01240214
Ethiopia,Petroleum and other liquids (quad Btu),2022,0.20618444
Falkland Islands,Petroleum and other liquids (quad Btu),2022,0.00052511
Faroe Islands,Petroleum and other liquids (quad Btu),2022,0.01009758
Fiji,Petroleum and other liquids (quad Btu),2022,0.0192266
Finland,Petroleum and other liquids (quad Btu),2022,0.385977077
France,Petroleum and other liquids (quad Btu),2022,3.17697571
French Polynesia,Petroleum and other liquids (quad Btu),2022,0.013265311
Gabon,Petroleum and other liquids (quad Btu),2022,0.02759823
"Gambia, The",Petroleum and other liquids (quad Btu),2022,0.007146851
Georgia,Petroleum and other liquids (quad Btu),2022,0.06627503
Germany,Petroleum and other liquids (quad Btu),2022,4.454658309
Ghana,Petroleum and other liquids (quad Btu),2022,0.18398603
Gibraltar,Petroleum and other liquids (quad Btu),2022,0.2065127
Greece,Petroleum and other liquids (quad Btu),2022,0.63115525
Greenland,Petroleum and other liquids (quad Btu),2022,0.00745876
Grenada,Petroleum and other liquids (quad Btu),2022,0.00493648
Guam,Petroleum and other liquids (quad Btu),2022,0.024977244
Guatemala,Petroleum and other liquids (quad Btu),2022,0.23524695
Guinea,Petroleum and other liquids (quad Btu),2022,0.06332236
Guinea-Bissau,Petroleum and other liquids (quad Btu),2022,0.00491275
Guyana,Petroleum and other liquids (quad Btu),2022,0.03786762
Haiti,Petroleum and other liquids (quad Btu),2022,0.04041293
Honduras,Petroleum and other liquids (quad Btu),2022,0.14440654
Hong Kong,Petroleum and other liquids (quad Btu),2022,0.47102015
Hungary,Petroleum and other liquids (quad Btu),2022,0.366559683
Iceland,Petroleum and other liquids (quad Btu),2022,0.040135714
India,Petroleum and other liquids (quad Btu),2022,9.603476629
Indonesia,Petroleum and other liquids (quad Btu),2022,3.00973966
Iran,Petroleum and other liquids (quad Btu),2022,4.383678405
Iraq,Petroleum and other liquids (quad Btu),2022,2.12090625
Ireland,Petroleum and other liquids (quad Btu),2022,0.320962492
Israel,Petroleum and other liquids (quad Btu),2022,0.469132509
Italy,Petroleum and other liquids (quad Btu),2022,2.581599392
Jamaica,Petroleum and other liquids (quad Btu),2022,0.08565189
Japan,Petroleum and other liquids (quad Btu),2022,6.703178478
Jordan,Petroleum and other liquids (quad Btu),2022,0.18734748
Kazakhstan,Petroleum and other liquids (quad Btu),2022,0.7741144
Kenya,Petroleum and other liquids (quad Btu),2022,0.22818441
Kiribati,Petroleum and other liquids (quad Btu),2022,0.00105469
Kosovo,Petroleum and other liquids (quad Btu),2022,0.03320265
Kuwait,Petroleum and other liquids (quad Btu),2022,0.81857726
Kyrgyzstan,Petroleum and other liquids (quad Btu),2022,0.06143541
Laos,Petroleum and other liquids (quad Btu),2022,0.04922263
Latvia,Petroleum and other liquids (quad Btu),2022,0.073163504
Lebanon,Petroleum and other liquids (quad Btu),2022,0.23256857
Lesotho,Petroleum and other liquids (quad Btu),2022,0.01333911
Liberia,Petroleum and other liquids (quad Btu),2022,0.00927938
Libya,Petroleum and other liquids (quad Btu),2022,0.39973729
Lithuania,Petroleum and other liquids (quad Btu),2022,0.136577009
Luxembourg,Petroleum and other liquids (quad Btu),2022,0.107381388
Macau,Petroleum and other liquids (quad Btu),2022,0.019584233
Madagascar,Petroleum and other liquids (quad Btu),2022,0.04090257
Malawi,Petroleum and other liquids (quad Btu),2022,0.03018302
Malaysia,Petroleum and other liquids (quad Btu),2022,1.23463484
Maldives,Petroleum and other liquids (quad Btu),2022,0.02509705
Mali,Petroleum and other liquids (quad Btu),2022,0.09221687
Malta,Petroleum and other liquids (quad Btu),2022,0.11180372
Mauritania,Petroleum and other liquids (quad Btu),2022,0.0663605
Mauritius,Petroleum and other liquids (quad Btu),2022,0.05545071
Mexico,Petroleum and other liquids (quad Btu),2022,3.375532116
Micronesia,Petroleum and other liquids (quad Btu),2022,0.00160571
Moldova,Petroleum and other liquids (quad Btu),2022,0.04439415
Mongolia,Petroleum and other liquids (quad Btu),2022,0.07497603
Montenegro,Petroleum and other liquids (quad Btu),2022,0.01779319
Montserrat,Petroleum and other liquids (quad Btu),2022,0.00036701
Morocco,Petroleum and other liquids (quad Btu),2022,0.57667249
Mozambique,Petroleum and other liquids (quad Btu),2022,0.08397731
Namibia,Petroleum and other liquids (quad Btu),2022,0.04685432
Nauru,Petroleum and other liquids (quad Btu),2022,0.0011058
Nepal,Petroleum and other liquids (quad Btu),2022,0.12913409
Netherlands,Petroleum and other liquids (quad Btu),2022,1.752373881
Netherlands Antilles,Petroleum and other liquids (quad Btu),2022,0.10620547
New Caledonia,Petroleum and other liquids (quad Btu),2022,0.0339
New Zealand,Petroleum and other liquids (quad Btu),2022,0.305326023
Nicaragua,Petroleum and other liquids (quad Btu),2022,0.0554058
Niger,Petroleum and other liquids (quad Btu),2022,0.03380651
Nigeria,Petroleum and other liquids (quad Btu),2022,1.0008276
Niue,Petroleum and other liquids (quad Btu),2022,0.00011691
North Korea,Petroleum and other liquids (quad Btu),2022,0.035607448
North Macedonia,Petroleum and other liquids (quad Btu),2022,0.05060495
Norway,Petroleum and other liquids (quad Btu),2022,0.463112694
Oman,Petroleum and other liquids (quad Btu),2022,0.43575502
Pakistan,Petroleum and other liquids (quad Btu),2022,1.24490012
Palestinian Territories,Petroleum and other liquids (quad Btu),2022,0.0552526
Panama,Petroleum and other liquids (quad Btu),2022,0.2834168
Papua New Guinea,Petroleum and other liquids (quad Btu),2022,0.05877041
Paraguay,Petroleum and other liquids (quad Btu),2022,0.10827774
Peru,Petroleum and other liquids (quad Btu),2022,0.5025144
Philippines,Petroleum and other liquids (quad Btu),2022,0.85528572
Poland,Petroleum and other liquids (quad Btu),2022,1.463819438
Portugal,Petroleum and other liquids (quad Btu),2022,0.477118805
Puerto Rico,Petroleum and other liquids (quad Btu),2022,0.162631266
Qatar,Petroleum and other liquids (quad Btu),2022,0.46664483
Romania,Petroleum and other liquids (quad Btu),2022,0.4508015
Russia,Petroleum and other liquids (quad Btu),2022,7.30962239
Rwanda,Petroleum and other liquids (quad Btu),2022,0.01797215
Saint Helena,Petroleum and other liquids (quad Btu),2022,0.00017266
Saint Kitts and Nevis,Petroleum and other liquids (quad Btu),2022,0.003827445
Saint Lucia,Petroleum and other liquids (quad Btu),2022,0.00861874
Saint Pierre and Miquelon,Petroleum and other liquids (quad Btu),2022,0.00084576
Saint Vincent/Grenadines,Petroleum and other liquids (quad Btu),2022,0.00358934
Samoa,Petroleum and other liquids (quad Btu),2022,0.004552054
Sao Tome and Principe,Petroleum and other liquids (quad Btu),2022,0.00196504
Saudi Arabia,Petroleum and other liquids (quad Btu),2022,6.833245317
Senegal,Petroleum and other liquids (quad Btu),2022,0.13241816
Serbia,Petroleum and other liquids (quad Btu),2022,0.18222848
