country,energy type,year,emission,per capita emission
Brazil,Consumed natural gas (MMtonnes CO2),2023,53.02599385,0.007126096
Brunei,Consumed natural gas (MMtonnes CO2),2023,7.650030479,0.007126096
Bulgaria,Consumed natural gas (MMtonnes CO2),2023,5.021027253,0.007126096
Burma,Consumed natural gas (MMtonnes CO2),2023,8.375639351,0.007126096
Cameroon,Consumed natural gas (MMtonnes CO2),2023,1.048925607,0.007126096
Canada,Consumed natural gas (MMtonnes CO2),2023,259.1710298,0.007126096
Chile,Consumed natural gas (MMtonnes CO2),2023,12.78117738,0.007126096
China,Consumed natural gas (MMtonnes CO2),2023,774.0759475,0.007126096
Colombia,Consumed natural gas (MMtonnes CO2),2023,20.6880174,0.007126096
Congo-Brazzaville,Consumed natural gas (MMtonnes CO2),2023,0.833740877,0.007126096
Cote d'Ivoire,Consumed natural gas (MMtonnes CO2),2023,4.639237728,0.007126096
Croatia,Consumed natural gas (MMtonnes CO2),2023,5.274600456,0.007126096
Cuba,Consumed natural gas (MMtonnes CO2),2023,1.580133125,0.007126096
Czechia,Consumed natural gas (MMtonnes CO2),2023,12.52728398,0.007126096
Denmark,Consumed natural gas (MMtonnes CO2),2023,4.840838659,0.007126096
Dominican Republic,Consumed natural gas (MMtonnes CO2),2023,4.466664714,0.007126096
Ecuador,Consumed natural gas (MMtonnes CO2),2023,0.536307386,0.007126096
Egypt,Consumed natural gas (MMtonnes CO2),2023,115.144261,0.007126096
El Salvador,Consumed natural gas (MMtonnes CO2),2023,0.94759895,0.007126096
Equatorial Guinea,Consumed natural gas (MMtonnes CO2),2023,4.575026743,0.007126096
Estonia,Consumed natural gas (MMtonnes CO2),2023,0.649162133,0.007126096
Finland,Consumed natural gas (MMtonnes CO2),2023,2.988692959,0.007126096
France,Consumed natural gas (MMtonnes CO2),2023,69.02468019,0.007126096
Gabon,Consumed natural gas (MMtonnes CO2),2023,0.90828712,0.007126096
Georgia,Consumed natural gas (MMtonnes CO2),2023,5.41851912,0.007126096
Germany,Consumed natural gas (MMtonnes CO2),2023,159.0970296,0.007126096
Ghana,Consumed natural gas (MMtonnes CO2),2023,7.366129654,0.007126096
Gibraltar,Consumed natural gas (MMtonnes CO2),2023,0.150426521,0.007126096
Greece,Consumed natural gas (MMtonnes CO2),2023,6.616850098,0.007126096
Guatemala,Consumed natural gas (MMtonnes CO2),2023,0.003878748,0.007126096
Guyana,Consumed natural gas (MMtonnes CO2),2023,0.003878748,0.007126096
Haiti,Consumed natural gas (MMtonnes CO2),2023,0.006235219,0.007126096
Hong Kong,Consumed natural gas (MMtonnes CO2),2023,10.04469244,0.007126096
Hungary,Consumed natural gas (MMtonnes CO2),2023,15.90099939,0.007126096
India,Consumed natural gas (MMtonnes CO2),2023,124.2262792,0.007126096
Indonesia,Consumed natural gas (MMtonnes CO2),2023,78.37982259,0.007126096
Iran,Consumed natural gas (MMtonnes CO2),2023,499.30606,0.007126096
Iraq,Consumed natural gas (MMtonnes CO2),2023,37.87758386,0.007126096
Ireland,Consumed natural gas (MMtonnes CO2),2023,9.822251953,0.007126096
Israel,Consumed natural gas (MMtonnes CO2),2023,24.06560392,0.007126096
Italy,Consumed natural gas (MMtonnes CO2),2023,118.6038879,0.007126096
Jamaica,Consumed natural gas (MMtonnes CO2),2023,1.610546611,0.007126096
Japan,Consumed natural gas (MMtonnes CO2),2023,190.0428799,0.007126096
Jordan,Consumed natural gas (MMtonnes CO2),2023,8.543629208,0.007126096
Kazakhstan,Consumed natural gas (MMtonnes CO2),2023,43.59609464,0.007126096
Kuwait,Consumed natural gas (MMtonnes CO2),2023,51.58655915,0.007126096
Kyrgyzstan,Consumed natural gas (MMtonnes CO2),2023,0.854016688,0.007126096
Latvia,Consumed natural gas (MMtonnes CO2),2023,1.52558665,0.007126096
Libya,Consumed natural gas (MMtonnes CO2),2023,16.93616466,0.007126096
Lithuania,Consumed natural gas (MMtonnes CO2),2023,2.886786105,0.007126096
Luxembourg,Consumed natural gas (MMtonnes CO2),2023,1.143547768,0.007126096
Macau,Consumed natural gas (MMtonnes CO2),2023,0.238380124,0.007126096
Malaysia,Consumed natural gas (MMtonnes CO2),2023,92.95143189,0.007126096
Malta,Consumed natural gas (MMtonnes CO2),2023,0.852017949,0.007126096
Mexico,Consumed natural gas (MMtonnes CO2),2023,180.6835037,0.007126096
Moldova,Consumed natural gas (MMtonnes CO2),2023,3.786322052,0.007126096
Morocco,Consumed natural gas (MMtonnes CO2),2023,1.820419035,0.007126096
Mozambique,Consumed natural gas (MMtonnes CO2),2023,3.372911636,0.007126096
Netherlands,Consumed natural gas (MMtonnes CO2),2023,52.4535835,0.007126096
New Zealand,Consumed natural gas (MMtonnes CO2),2023,7.429742009,0.007126096
Niger,Consumed natural gas (MMtonnes CO2),2023,0.052363097,0.007126096
Nigeria,Consumed natural gas (MMtonnes CO2),2023,39.00990665,0.007126096
North Macedonia,Consumed natural gas (MMtonnes CO2),2023,0.673055291,0.007126096
Norway,Consumed natural gas (MMtonnes CO2),2023,10.02940786,0.007126096
Oman,Consumed natural gas (MMtonnes CO2),2023,54.80037007,0.007126096
Pakistan,Consumed natural gas (MMtonnes CO2),2023,59.00552269,0.007126096
Panama,Consumed natural gas (MMtonnes CO2),2023,1.10055597,0.007126096
Papua New Guinea,Consumed natural gas (MMtonnes CO2),2023,1.329541908,0.007126096
Peru,Consumed natural gas (MMtonnes CO2),2023,21.86306248,0.007126096
Philippines,Consumed natural gas (MMtonnes CO2),2023,6.049915221,0.007126096
Poland,Consumed natural gas (MMtonnes CO2),2023,36.83501697,0.007126096
Portugal,Consumed natural gas (MMtonnes CO2),2023,8.726886388,0.007126096
Puerto Rico,Consumed natural gas (MMtonnes CO2),2023,4.542340485,0.007126096
Qatar,Consumed natural gas (MMtonnes CO2),2023,99.99124989,0.007126096
Romania,Consumed natural gas (MMtonnes CO2),2023,17.44424769,0.007126096
Russia,Consumed natural gas (MMtonnes CO2),2023,912.0757767,0.007126096
Rwanda,Consumed natural gas (MMtonnes CO2),2023,0.124119934,0.007126096
Saudi Arabia,Consumed natural gas (MMtonnes CO2),2023,237.800913,0.007126096
Senegal,Consumed natural gas (MMtonnes CO2),2023,0.058288774,0.007126096
Serbia,Consumed natural gas (MMtonnes CO2),2023,5.374400748,0.007126096
Singapore,Consumed natural gas (MMtonnes CO2),2023,25.76475606,0.007126096
Slovakia,Consumed natural gas (MMtonnes CO2),2023,8.367501715,0.007126096
Slovenia,Consumed natural gas (MMtonnes CO2),2023,1.545269219,0.007126096
South Africa,Consumed natural gas (MMtonnes CO2),2023,7.521690799,0.007126096
South Korea,Consumed natural gas (MMtonnes CO2),2023,120.2215979,0.007126096
Spain,Consumed natural gas (MMtonnes CO2),2023,59.10501954,0.007126096
Suriname,Consumed natural gas (MMtonnes CO2),2023,0.013575618,0.007126096
Sweden,Consumed natural gas (MMtonnes CO2),2023,1.868059441,0.007126096
Switzerland,Consumed natural gas (MMtonnes CO2),2023,5.583372577,0.007126096
Syria,Consumed natural gas (MMtonnes CO2),2023,5.419800777,0.007126096
Taiwan,Consumed natural gas (MMtonnes CO2),2023,56.36094558,0.007126096
Tajikistan,Consumed natural gas (MMtonnes CO2),2023,0.085858555,0.007126096
Tanzania,Consumed natural gas (MMtonnes CO2),2023,3.953931008,0.007126096
Thailand,Consumed natural gas (MMtonnes CO2),2023,95.83370135,0.007126096
The Bahamas,Consumed natural gas (MMtonnes CO2),2023,0.022653096,0.007126096
Togo,Consumed natural gas (MMtonnes CO2),2023,0.343269193,0.007126096
Trinidad and Tobago,Consumed natural gas (MMtonnes CO2),2023,29.98890085,0.007126096
Tunisia,Consumed natural gas (MMtonnes CO2),2023,10.39207799,0.007126096
Turkiye,Consumed natural gas (MMtonnes CO2),2023,96.70276902,0.007126096
Turkmenistan,Consumed natural gas (MMtonnes CO2),2023,88.15306054,0.007126096
Ukraine,Consumed natural gas (MMtonnes CO2),2023,36.84699029,0.007126096
United Arab Emirates,Consumed natural gas (MMtonnes CO2),2023,132.8762678,0.007126096
United Kingdom,Consumed natural gas (MMtonnes CO2),2023,126.7132492,0.007126096
United States,Consumed natural gas (MMtonnes CO2),2023,1759.732312,0.007126096
Uruguay,Consumed natural gas (MMtonnes CO2),2023,0.176591972,0.007126096
Uzbekistan,Consumed natural gas (MMtonnes CO2),2023,84.71015791,0.007126096
Venezuela,Consumed natural gas (MMtonnes CO2),2023,48.62266671,0.007126096
Vietnam,Consumed natural gas (MMtonnes CO2),2023,14.51967301,0.007126096
Yemen,Consumed natural gas (MMtonnes CO2),2023,0.020911405,0.007126096
Albania,Consumed natural gas (MMtonnes CO2),2022,0.094092198,0.007126096
Algeria,Consumed natural gas (MMtonnes CO2),2022,101.8567478,0.007126096
Angola,Consumed natural gas (MMtonnes CO2),2022,2.616252781,0.007126096
Argentina,Consumed natural gas (MMtonnes CO2),2022,91.99301674,0.007126096
Armenia,Consumed natural gas (MMtonnes CO2),2022,5.667864003,0.007126096
Australia,Consumed natural gas (MMtonnes CO2),2022,97.07713538,0.007126096
Austria,Consumed natural gas (MMtonnes CO2),2022,15.63567961,0.007126096
Azerbaijan,Consumed natural gas (MMtonnes CO2),2022,27.10059874,0.007126096
Bahrain,Consumed natural gas (MMtonnes CO2),2022,37.20371831,0.007126096
Bangladesh,Consumed natural gas (MMtonnes CO2),2022,58.10168855,0.007126096
Barbados,Consumed natural gas (MMtonnes CO2),2022,0.042677989,0.007126096
Belarus,Consumed natural gas (MMtonnes CO2),2022,32.2612377,0.007126096
Belgium,Consumed natural gas (MMtonnes CO2),2022,29.17565591,0.007126096
Benin,Consumed natural gas (MMtonnes CO2),2022,0.3069389,0.007126096
Bolivia,Consumed natural gas (MMtonnes CO2),2022,7.335686545,0.007126096
Bosnia and Herzegovina,Consumed natural gas (MMtonnes CO2),2022,0.429892057,0.007126096
Brazil,Consumed natural gas (MMtonnes CO2),2022,56.7416997,0.007126096
Brunei,Consumed natural gas (MMtonnes CO2),2022,7.370399047,0.007126096
Bulgaria,Consumed natural gas (MMtonnes CO2),2022,5.329594691,0.007126096
Burma,Consumed natural gas (MMtonnes CO2),2022,8.472430157,0.007126096
Cameroon,Consumed natural gas (MMtonnes CO2),2022,1.34511666,0.007126096
Canada,Consumed natural gas (MMtonnes CO2),2022,255.9356657,0.007126096
Chile,Consumed natural gas (MMtonnes CO2),2022,13.26970433,0.007126096
China,Consumed natural gas (MMtonnes CO2),2022,720.8581222,0.007126096
Colombia,Consumed natural gas (MMtonnes CO2),2022,19.93232742,0.007126096
Congo-Brazzaville,Consumed natural gas (MMtonnes CO2),2022,0.82981739,0.007126096
Cote d'Ivoire,Consumed natural gas (MMtonnes CO2),2022,5.012826682,0.007126096
Croatia,Consumed natural gas (MMtonnes CO2),2022,4.907298089,0.007126096
Cuba,Consumed natural gas (MMtonnes CO2),2022,1.580133125,0.007126096
Czechia,Consumed natural gas (MMtonnes CO2),2022,14.68787485,0.007126096
Denmark,Consumed natural gas (MMtonnes CO2),2022,4.817436308,0.007126096
Dominican Republic,Consumed natural gas (MMtonnes CO2),2022,4.787576996,0.007126096
Ecuador,Consumed natural gas (MMtonnes CO2),2022,0.535991196,0.007126096
Egypt,Consumed natural gas (MMtonnes CO2),2022,116.164703,0.007126096
El Salvador,Consumed natural gas (MMtonnes CO2),2022,0.485847953,0.007126096
Equatorial Guinea,Consumed natural gas (MMtonnes CO2),2022,4.383479832,0.007126096
Estonia,Consumed natural gas (MMtonnes CO2),2022,0.688265681,0.007126096
Finland,Consumed natural gas (MMtonnes CO2),2022,2.322803285,0.007126096
France,Consumed natural gas (MMtonnes CO2),2022,78.14344376,0.007126096
Gabon,Consumed natural gas (MMtonnes CO2),2022,0.90828712,0.007126096
Georgia,Consumed natural gas (MMtonnes CO2),2022,6.087385875,0.007126096
Germany,Consumed natural gas (MMtonnes CO2),2022,162.728486,0.007126096
Ghana,Consumed natural gas (MMtonnes CO2),2022,7.675072476,0.007126096
Gibraltar,Consumed natural gas (MMtonnes CO2),2022,0.147668958,0.007126096
Greece,Consumed natural gas (MMtonnes CO2),2022,10.23581793,0.007126096
Guatemala,Consumed natural gas (MMtonnes CO2),2022,0.003929172,0.007126096
Guyana,Consumed natural gas (MMtonnes CO2),2022,0.00319221,0.007126096
Haiti,Consumed natural gas (MMtonnes CO2),2022,0.006345577,0.007126096
Hong Kong,Consumed natural gas (MMtonnes CO2),2022,9.484253588,0.007126096
Hungary,Consumed natural gas (MMtonnes CO2),2022,18.18723925,0.007126096
India,Consumed natural gas (MMtonnes CO2),2022,122.6428646,0.007126096
Indonesia,Consumed natural gas (MMtonnes CO2),2022,72.69440388,0.007126096
Iran,Consumed natural gas (MMtonnes CO2),2022,484.5409118,0.007126096
Iraq,Consumed natural gas (MMtonnes CO2),2022,37.8582767,0.007126096
Ireland,Consumed natural gas (MMtonnes CO2),2022,10.5005137,0.007126096
Israel,Consumed natural gas (MMtonnes CO2),2022,23.25475403,0.007126096
Italy,Consumed natural gas (MMtonnes CO2),2022,131.717385,0.007126096
Jamaica,Consumed natural gas (MMtonnes CO2),2022,1.301741427,0.007126096
Japan,Consumed natural gas (MMtonnes CO2),2022,199.7828132,0.007126096
Jordan,Consumed natural gas (MMtonnes CO2),2022,8.658035149,0.007126096
Kazakhstan,Consumed natural gas (MMtonnes CO2),2022,41.20582821,0.007126096
Kuwait,Consumed natural gas (MMtonnes CO2),2022,48.33771987,0.007126096
Kyrgyzstan,Consumed natural gas (MMtonnes CO2),2022,0.859243336,0.007126096
Latvia,Consumed natural gas (MMtonnes CO2),2022,1.606453247,0.007126096
Libya,Consumed natural gas (MMtonnes CO2),2022,18.36317323,0.007126096
Lithuania,Consumed natural gas (MMtonnes CO2),2022,2.977892859,0.007126096
Luxembourg,Consumed natural gas (MMtonnes CO2),2022,1.220813336,0.007126096
Macau,Consumed natural gas (MMtonnes CO2),2022,0.23561935,0.007126096
Malaysia,Consumed natural gas (MMtonnes CO2),2022,94.14377495,0.007126096
Malta,Consumed natural gas (MMtonnes CO2),2022,0.765811906,0.007126096
Mexico,Consumed natural gas (MMtonnes CO2),2022,169.1062866,0.007126096
Moldova,Consumed natural gas (MMtonnes CO2),2022,3.991427632,0.007126096
Morocco,Consumed natural gas (MMtonnes CO2),2022,0.485299132,0.007126096
Mozambique,Consumed natural gas (MMtonnes CO2),2022,3.269431183,0.007126096
Netherlands,Consumed natural gas (MMtonnes CO2),2022,55.57829947,0.007126096
New Zealand,Consumed natural gas (MMtonnes CO2),2022,7.466817362,0.007126096
Niger,Consumed natural gas (MMtonnes CO2),2022,0.058181219,0.007126096
Nigeria,Consumed natural gas (MMtonnes CO2),2022,35.00896304,0.007126096
North Macedonia,Consumed natural gas (MMtonnes CO2),2022,0.531611645,0.007126096
Norway,Consumed natural gas (MMtonnes CO2),2022,10.36465269,0.007126096
Oman,Consumed natural gas (MMtonnes CO2),2022,51.90194991,0.007126096
Pakistan,Consumed natural gas (MMtonnes CO2),2022,60.44681403,0.007126096
Panama,Consumed natural gas (MMtonnes CO2),2022,0.759206944,0.007126096
Papua New Guinea,Consumed natural gas (MMtonnes CO2),2022,1.454053839,0.007126096
Peru,Consumed natural gas (MMtonnes CO2),2022,20.46007782,0.007126096
Philippines,Consumed natural gas (MMtonnes CO2),2022,5.842024849,0.007126096
Poland,Consumed natural gas (MMtonnes CO2),2022,35.30232694,0.007126096
Portugal,Consumed natural gas (MMtonnes CO2),2022,11.12810497,0.007126096
Puerto Rico,Consumed natural gas (MMtonnes CO2),2022,2.749594071,0.007126096
Qatar,Consumed natural gas (MMtonnes CO2),2022,86.9002008,0.007126096
Romania,Consumed natural gas (MMtonnes CO2),2022,18.02254591,0.007126096
Russia,Consumed natural gas (MMtonnes CO2),2022,896.1531475,0.007126096
Rwanda,Consumed natural gas (MMtonnes CO2),2022,0.124061753,0.007126096
Saudi Arabia,Consumed natural gas (MMtonnes CO2),2022,239.0782928,0.007126096
Senegal,Consumed natural gas (MMtonnes CO2),2022,0.058354155,0.007126096
Serbia,Consumed natural gas (MMtonnes CO2),2022,5.37722748,0.007126096
Singapore,Consumed natural gas (MMtonnes CO2),2022,27.02207638,0.007126096
Slovakia,Consumed natural gas (MMtonnes CO2),2022,8.916546272,0.007126096
Slovenia,Consumed natural gas (MMtonnes CO2),2022,1.601464584,0.007126096
South Africa,Consumed natural gas (MMtonnes CO2),2022,7.351729042,0.007126096
South Korea,Consumed natural gas (MMtonnes CO2),2022,124.7653145,0.007126096
Spain,Consumed natural gas (MMtonnes CO2),2022,66.61569671,0.007126096
Suriname,Consumed natural gas (MMtonnes CO2),2022,0.013977068,0.007126096
Sweden,Consumed natural gas (MMtonnes CO2),2022,1.890607182,0.007126096
Switzerland,Consumed natural gas (MMtonnes CO2),2022,6.054490302,0.007126096
Syria,Consumed natural gas (MMtonnes CO2),2022,5.306559985,0.007126096
Taiwan,Consumed natural gas (MMtonnes CO2),2022,56.62417705,0.007126096
Tajikistan,Consumed natural gas (MMtonnes CO2),2022,0.112780577,0.007126096
Tanzania,Consumed natural gas (MMtonnes CO2),2022,3.547295039,0.007126096
Thailand,Consumed natural gas (MMtonnes CO2),2022,89.51141802,0.007126096
The Bahamas,Consumed natural gas (MMtonnes CO2),2022,0.022199126,0.007126096
Togo,Consumed natural gas (MMtonnes CO2),2022,0.342821197,0.007126096
Trinidad and Tobago,Consumed natural gas (MMtonnes CO2),2022,31.23461961,0.007126096
Tunisia,Consumed natural gas (MMtonnes CO2),2022,10.93908557,0.007126096
Turkiye,Consumed natural gas (MMtonnes CO2),2022,103.0780344,0.007126096
Turkmenistan,Consumed natural gas (MMtonnes CO2),2022,82.13715906,0.007126096
Ukraine,Consumed natural gas (MMtonnes CO2),2022,35.73221948,0.007126096
United Arab Emirates,Consumed natural gas (MMtonnes CO2),2022,131.4125349,0.007126096
United Kingdom,Consumed natural gas (MMtonnes CO2),2022,141.9678661,0.007126096
United States,Consumed natural gas (MMtonnes CO2),2022,1743.817974,0.007126096
Uruguay,Consumed natural gas (MMtonnes CO2),2022,0.176392825,0.007126096
Uzbekistan,Consumed natural gas (MMtonnes CO2),2022,91.08613696,0.007126096
Venezuela,Consumed natural gas (MMtonnes CO2),2022,47.83576727,0.007126096
Vietnam,Consumed natural gas (MMtonnes CO2),2022,14.90013503,0.007126096
Yemen,Consumed natural gas (MMtonnes CO2),2022,0.020911405,0.007126096
Afghanistan,Consumed natural gas (MMtonnes CO2),2020,0.166604406,0.007126096
Albania,Consumed natural gas (MMtonnes CO2),2020,0.10362543,0.007126096
Algeria,Consumed natural gas (MMtonnes CO2),2020,88.93547573,0.007126096
Angola,Consumed natural gas (MMtonnes CO2),2020,2.401485762,0.007126096
Argentina,Consumed natural gas (MMtonnes CO2),2020,93.07441,0.007126096
Armenia,Consumed natural gas (MMtonnes CO2),2020,4.991456639,0.007126096
Australia,Consumed natural gas (MMtonnes CO2),2020,91.17165221,0.007126096
Austria,Consumed natural gas (MMtonnes CO2),2020,16.87137519,0.007126096
Azerbaijan,Consumed natural gas (MMtonnes CO2),2020,22.72371295,0.007126096
Bahrain,Consumed natural gas (MMtonnes CO2),2020,34.63206587,0.007126096
Bangladesh,Consumed natural gas (MMtonnes CO2),2020,60.1844623,0.007126096
Barbados,Consumed natural gas (MMtonnes CO2),2020,0.035206138,0.007126096
Belarus,Consumed natural gas (MMtonnes CO2),2020,33.53277807,0.007126096
Belgium,Consumed natural gas (MMtonnes CO2),2020,34.51042123,0.007126096
Benin,Consumed natural gas (MMtonnes CO2),2020,0.319696102,0.007126096
Bolivia,Consumed natural gas (MMtonnes CO2),2020,5.79746488,0.007126096
Bosnia and Herzegovina,Consumed natural gas (MMtonnes CO2),2020,0.37162101,0.007126096
Brazil,Consumed natural gas (MMtonnes CO2),2020,56.97100423,0.007126096
Brunei,Consumed natural gas (MMtonnes CO2),2020,8.151151855,0.007126096
Bulgaria,Consumed natural gas (MMtonnes CO2),2020,5.714654126,0.007126096
Burma,Consumed natural gas (MMtonnes CO2),2020,7.944113755,0.007126096
Cameroon,Consumed natural gas (MMtonnes CO2),2020,1.865793917,0.007126096
Canada,Consumed natural gas (MMtonnes CO2),2020,235.2093796,0.007126096
Chile,Consumed natural gas (MMtonnes CO2),2020,11.78099847,0.007126096
China,Consumed natural gas (MMtonnes CO2),2020,642.5476837,0.007126096
Colombia,Consumed natural gas (MMtonnes CO2),2020,20.37992897,0.007126096
Congo-Brazzaville,Consumed natural gas (MMtonnes CO2),2020,0.794136247,0.007126096
Cote d'Ivoire,Consumed natural gas (MMtonnes CO2),2020,4.387210457,0.007126096
Croatia,Consumed natural gas (MMtonnes CO2),2020,5.903100519,0.007126096
Cuba,Consumed natural gas (MMtonnes CO2),2020,1.675077415,0.007126096
Czechia,Consumed natural gas (MMtonnes CO2),2020,16.9906762,0.007126096
Denmark,Consumed natural gas (MMtonnes CO2),2020,5.828617088,0.007126096
Dominican Republic,Consumed natural gas (MMtonnes CO2),2020,3.255122375,0.007126096
Ecuador,Consumed natural gas (MMtonnes CO2),2020,0.570412413,0.007126096
Egypt,Consumed natural gas (MMtonnes CO2),2020,118.5172557,0.007126096
Equatorial Guinea,Consumed natural gas (MMtonnes CO2),2020,3.545432362,0.007126096
Estonia,Consumed natural gas (MMtonnes CO2),2020,0.808852893,0.007126096
Finland,Consumed natural gas (MMtonnes CO2),2020,4.664546322,0.007126096
France,Consumed natural gas (MMtonnes CO2),2020,79.9468255,0.007126096
Gabon,Consumed natural gas (MMtonnes CO2),2020,0.984795106,0.007126096
Georgia,Consumed natural gas (MMtonnes CO2),2020,4.958329802,0.007126096
Germany,Consumed natural gas (MMtonnes CO2),2020,169.0936573,0.007126096
Ghana,Consumed natural gas (MMtonnes CO2),2020,6.356664625,0.007126096
Gibraltar,Consumed natural gas (MMtonnes CO2),2020,0.145686135,0.007126096
Greece,Consumed natural gas (MMtonnes CO2),2020,11.53879253,0.007126096
Guatemala,Consumed natural gas (MMtonnes CO2),2020,0.002618155,0.007126096
Guyana,Consumed natural gas (MMtonnes CO2),2020,0.002528944,0.007126096
Haiti,Consumed natural gas (MMtonnes CO2),2020,0.006511114,0.007126096
Hong Kong,Consumed natural gas (MMtonnes CO2),2020,9.638073807,0.007126096
Hungary,Consumed natural gas (MMtonnes CO2),2020,20.22076206,0.007126096
India,Consumed natural gas (MMtonnes CO2),2020,123.7736885,0.007126096
Indonesia,Consumed natural gas (MMtonnes CO2),2020,71.94555039,0.007126096
Iran,Consumed natural gas (MMtonnes CO2),2020,461.0152822,0.007126096
Iraq,Consumed natural gas (MMtonnes CO2),2020,34.67283841,0.007126096
Ireland,Consumed natural gas (MMtonnes CO2),2020,11.039771,0.007126096
Israel,Consumed natural gas (MMtonnes CO2),2020,21.8018181,0.007126096
Italy,Consumed natural gas (MMtonnes CO2),2020,136.5638357,0.007126096
Jamaica,Consumed natural gas (MMtonnes CO2),2020,1.357731023,0.007126096
Japan,Consumed natural gas (MMtonnes CO2),2020,224.5363782,0.007126096
Jordan,Consumed natural gas (MMtonnes CO2),2020,7.887137782,0.007126096
Kazakhstan,Consumed natural gas (MMtonnes CO2),2020,31.08711579,0.007126096
Kuwait,Consumed natural gas (MMtonnes CO2),2020,45.07657721,0.007126096
Kyrgyzstan,Consumed natural gas (MMtonnes CO2),2020,0.654394648,0.007126096
Latvia,Consumed natural gas (MMtonnes CO2),2020,2.071141785,0.007126096
Libya,Consumed natural gas (MMtonnes CO2),2020,12.31498259,0.007126096
Lithuania,Consumed natural gas (MMtonnes CO2),2020,4.587349107,0.007126096
Luxembourg,Consumed natural gas (MMtonnes CO2),2020,1.457946597,0.007126096
Macau,Consumed natural gas (MMtonnes CO2),2020,0.144695895,0.007126096
Malaysia,Consumed natural gas (MMtonnes CO2),2020,70.28772777,0.007126096
Malta,Consumed natural gas (MMtonnes CO2),2020,0.801727047,0.007126096
Mexico,Consumed natural gas (MMtonnes CO2),2020,164.410811,0.007126096
Moldova,Consumed natural gas (MMtonnes CO2),2020,4.758980257,0.007126096
Morocco,Consumed natural gas (MMtonnes CO2),2020,1.6393282,0.007126096
Mozambique,Consumed natural gas (MMtonnes CO2),2020,2.746059729,0.007126096
Netherlands,Consumed natural gas (MMtonnes CO2),2020,72.5162655,0.007126096
New Zealand,Consumed natural gas (MMtonnes CO2),2020,9.026338761,0.007126096
Niger,Consumed natural gas (MMtonnes CO2),2020,0.073696211,0.007126096
Nigeria,Consumed natural gas (MMtonnes CO2),2020,36.80378859,0.007126096
North Macedonia,Consumed natural gas (MMtonnes CO2),2020,0.652402032,0.007126096
Norway,Consumed natural gas (MMtonnes CO2),2020,11.55477185,0.007126096
Oman,Consumed natural gas (MMtonnes CO2),2020,45.25013439,0.007126096
Pakistan,Consumed natural gas (MMtonnes CO2),2020,67.97279585,0.007126096
Panama,Consumed natural gas (MMtonnes CO2),2020,0.730805243,0.007126096
Papua New Guinea,Consumed natural gas (MMtonnes CO2),2020,0.32757236,0.007126096
Peru,Consumed natural gas (MMtonnes CO2),2020,15.16098974,0.007126096
Philippines,Consumed natural gas (MMtonnes CO2),2020,7.427995233,0.007126096
Poland,Consumed natural gas (MMtonnes CO2),2020,38.22307603,0.007126096
Portugal,Consumed natural gas (MMtonnes CO2),2020,11.97789996,0.007126096
Puerto Rico,Consumed natural gas (MMtonnes CO2),2020,2.680771878,0.007126096
Qatar,Consumed natural gas (MMtonnes CO2),2020,87.27519888,0.007126096
Romania,Consumed natural gas (MMtonnes CO2),2020,20.52913379,0.007126096
Russia,Consumed natural gas (MMtonnes CO2),2020,849.9775235,0.007126096
Rwanda,Consumed natural gas (MMtonnes CO2),2020,0.114456034,0.007126096
Saudi Arabia,Consumed natural gas (MMtonnes CO2),2020,223.2007335,0.007126096
Senegal,Consumed natural gas (MMtonnes CO2),2020,0.107598609,0.007126096
Serbia,Consumed natural gas (MMtonnes CO2),2020,4.618727562,0.007126096
Singapore,Consumed natural gas (MMtonnes CO2),2020,26.339642,0.007126096
Slovakia,Consumed natural gas (MMtonnes CO2),2020,9.640817816,0.007126096
Slovenia,Consumed natural gas (MMtonnes CO2),2020,1.722460514,0.007126096
South Africa,Consumed natural gas (MMtonnes CO2),2020,10.09890966,0.007126096
South Korea,Consumed natural gas (MMtonnes CO2),2020,113.6107135,0.007126096
Spain,Consumed natural gas (MMtonnes CO2),2020,65.17992894,0.007126096
Suriname,Consumed natural gas (MMtonnes CO2),2020,0.012821201,0.007126096
Sweden,Consumed natural gas (MMtonnes CO2),2020,2.659555524,0.007126096
Switzerland,Consumed natural gas (MMtonnes CO2),2020,6.745016794,0.007126096
Syria,Consumed natural gas (MMtonnes CO2),2020,6.087530964,0.007126096
Taiwan,Consumed natural gas (MMtonnes CO2),2020,49.84966026,0.007126096
Tajikistan,Consumed natural gas (MMtonnes CO2),2020,0.16590808,0.007126096
Tanzania,Consumed natural gas (MMtonnes CO2),2020,2.332328724,0.007126096
Thailand,Consumed natural gas (MMtonnes CO2),2020,91.15297063,0.007126096
The Bahamas,Consumed natural gas (MMtonnes CO2),2020,0.011667025,0.007126096
Togo,Consumed natural gas (MMtonnes CO2),2020,0.225560829,0.007126096
Trinidad and Tobago,Consumed natural gas (MMtonnes CO2),2020,31.81241466,0.007126096
Tunisia,Consumed natural gas (MMtonnes CO2),2020,10.43637585,0.007126096
Turkiye,Consumed natural gas (MMtonnes CO2),2020,92.22931985,0.007126096
Turkmenistan,Consumed natural gas (MMtonnes CO2),2020,80.61113911,0.007126096
Ukraine,Consumed natural gas (MMtonnes CO2),2020,55.13707522,0.007126096
United Arab Emirates,Consumed natural gas (MMtonnes CO2),2020,134.3768196,0.007126096
United Kingdom,Consumed natural gas (MMtonnes CO2),2020,147.8800399,0.007126096
